Nomor_Mitra,ID_Posisi,Nama_Posisi,Nama_Mitra,Nama_Kegiatan,Kuota_Posisi,Lokasi_Bekerja,Tipe_Aktivitas,URL_Logo,Mulai_Periode,Berakhir_Periode,Mulai_Pendaftaran,Berakhir_Pendaftaran,SKS_Diberikan,Kode_Lokasi,ID_Mitra,Kegiatan_Bersertifikat
53,1892f030-64e4-11ed-bf50-124073a7b39a,Admission Intern,Orbit Future Academy, Orbit 4 Indonesia Internship Program,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_58c94cca-97a8-4618-a010-5296281e0222.jpg,2023-02-10T07:00:00+07:00,2023-07-10T07:00:00+07:00,2022-11-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,0be8abbc-2642-42b4-9ca5-4d33f4704a94,True
54,a50a2d09-808e-11ed-bf55-e28bf6b6d14d,Admistrative Standard Intern,Bridgestone,BE INTERN Building Digital Future,1,Kab. Karawang,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_f3a2b24c-b002-4fa2-9f80-b281d99c0795.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-21T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,022100,6a82280c-7d74-4b04-a286-5fdfa1569975,True
55,6c1111be-6c94-11ed-8fcc-563600033649,Ads Specialist,Schoters,Transformasi Start-Up Edutech Melalui Riset dan Inovasi,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_a741a688-4eca-41f9-8099-40d6986d6253.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,016300,29817ab5-be74-4c42-a223-a04eceae0eef,True
56,3f9920f5-6efa-11ed-8b84-22d0c8df9d48,Advertising Specialist,Bank BRI,Digital Market Research and Development,1,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_00172b9d-6bad-44f8-8a71-88f513dda24c.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016000,a78798fb-cfe4-4e23-9d42-a09881f6bf9c,True
57,f886a0c2-8112-11ed-8834-ae9e72da6bb1,Affiliate - Community Management Intern,Lazada,Program Magang Lazada Indonesia Commercial [Jakarta],2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-21T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016300,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,True
58,39c4eb24-810e-11ed-8c99-9aeeab388a33,Affiliate - Company Partnership Intern,Lazada,Program Magang Lazada Indonesia Commercial [Jakarta],2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-21T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016300,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,True
59,ce71147c-8116-11ed-8834-ae9e72da6bb1,Affiliate - Finance Support Intern,Lazada,Program Magang Lazada Indonesia Commercial [Jakarta],3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-21T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016300,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,True
60,75685a13-8114-11ed-88c2-727c8458646b,Affiliate - KOL Acquisition Partnership Intern,Lazada,Program Magang Lazada Indonesia Commercial [Jakarta],8,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-21T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016300,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,True
61,fc3b766d-8111-11ed-88c2-727c8458646b,Affiliate - KOL Management Intern,Lazada,Program Magang Lazada Indonesia Commercial [Jakarta],1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-21T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016300,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,True
62,ba1666d5-8113-11ed-88c2-727c8458646b,Affiliate - Marketing & Communication Intern,Lazada,Program Magang Lazada Indonesia Commercial [Jakarta],3,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-21T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016300,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,True
63,c3d24ae8-81be-11ed-afe6-e28bf6b6d14d,Affiliate Partnership & Sales,VOCASIA,Vocasia Internship Professional Edutech Program,20,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47596fd8-2b46-4ad8-8a00-392d7c8107a2.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-28T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016400,77cde2f6-fa33-4932-8847-83b3414b1877,True
64,8b0d57b8-8115-11ed-8834-ae9e72da6bb1,Affiliate - Project Management Intern,Lazada,Program Magang Lazada Indonesia Commercial [Jakarta],1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53a72f64-8e58-40c0-810d-1828e1b0aab1.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-21T07:00:00+07:00,2023-02-16T07:00:00+07:00,20,016300,aed64ced-1c3e-40f4-8c92-3fae1469cbc4,True
65,1669fcef-801b-11ed-bf55-e28bf6b6d14d,AF Investigation ,Home Credit Indonesia,Home Credit Apprenticeship  Program (HAP) 3.0 ,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,ae9a3576-23cb-42c2-9885-4cb1a4141799,True
66,45be6e8f-6fbc-11ed-83fd-7e8ddab09462,Agribusiness Intern,PT Petrokimia Gresik,Petrokimia Undergraduate Apprenticeship Program Cycle 4,2,Kab. Gresik,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_87fed9ce-8cc7-4c55-8727-1c02a5030d20.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-06T07:00:00+07:00,20,050100,bc27aac3-8e3f-4016-9b18-cdbfa26746d8,True
67,ac152b52-6faf-11ed-9576-62d54cabf853,Agricultural Researcher Intern,PT Petrokimia Gresik,Petrokimia Undergraduate Apprenticeship Program Cycle 4,6,Kab. Gresik,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_87fed9ce-8cc7-4c55-8727-1c02a5030d20.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-06T07:00:00+07:00,20,050100,bc27aac3-8e3f-4016-9b18-cdbfa26746d8,True
68,32509ff8-64cf-11ed-8ebb-320b4c7afbe7,Agronomist,The Farmhill,Youth Agrigator Internship Program 2,10,Kota Semarang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_0ccd522c-aaf8-4e7f-b5c0-3f2c9b3f09b0.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,036300,f0e8728d-6dc7-4cf5-84fb-6d1a47950232,True
69,cb74cae0-6a45-11ed-98e1-a2c3ec1c6e84,Agronomy Assistant,PT Bumitama Gunajaya Agro,Planter Development Program,50,Kab. Kotawaringin Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png,2023-02-06T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,140400,8816b5f5-7f39-459c-ba0c-86996423c5e5,True
70,2f6210cd-6bfd-11ed-8441-22d0c8df9d48,AGV Factory Engineer Intern,Paragon Technology and Innovation,Supply Chain Management Directorate,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_d3457239-e70d-40d2-b628-218c94072cb0.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-15T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,286100,bcdcdee1-cef2-4ed7-b469-12a6ab2740fa,True
71,65cc7c7c-6fe6-11ed-a7a1-0278cb7f6574,AI Engineer,Soca AI,AI-Powered Immersive Learning,10,Kota Bandung,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_93ec7e4d-0083-4e54-994c-f8a406cd7f3f.jpg,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-05T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,026000,f6940620-cc8b-4134-8290-7f511d8cc1a6,True
72,571b654d-584d-11ed-b186-36a705b63a4f,AI Programmer & Data Science,M-Knows Consulting,Kampus Gratis Apps - Platform Kuliah Gratis S1 & D1 bagi Kaum Marjinal di Indonesia,10,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_942d9672-8cf9-4b06-ac86-ab4aa197d01f.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-20T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,016300,e11d086f-a5f6-4a48-b9de-0cab5d5f5960,True
73,57b83b6f-6b0c-11ed-8225-d61b0e2692e7,AI Vision Engineer,Widya Robotics,"Learning Management di Startup Artificial Intelligence, IoT, dan Robotika",7,Kab. Sleman,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_ac92522e-1227-497a-bb7c-6783e41bb299.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,040200,93cf8c69-e6cc-423b-a011-695680382291,True
74,6669ae7c-8044-11ed-899c-f6e17ff1bedb,ALDI Business Support,Home Credit Indonesia,Home Credit Apprenticeship  Program (HAP) 3.0 ,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,ae9a3576-23cb-42c2-9885-4cb1a4141799,True
75,0c5c571c-6c97-11ed-9738-0278cb7f6574,ALFAEXPRESS SOCIAL MEDIA SPECIALIST,Alfamart,Optimalisasi Social Media Beanspot Alfaexpress,2,Kota Tangerang,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_906ac76c-6666-4a66-a24f-7dabf0340dcf.jpg,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-11-25T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,286100,313a80ac-21da-47fe-a999-e9d82b912be2,True
76,4fcb958a-6f8e-11ed-ab38-feb214c74b66,"Analis Data dan Laporan Perusahaan Efek, PPE-EBUS dan Mitra Pemasaran PPE",Otoritas Jasa Keuangan,Departemen Pengawasan Pasar Modal 2A,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,True
77,5ed111a1-6f8f-11ed-8b84-22d0c8df9d48,Analis Junior Departemen Hukum,Otoritas Jasa Keuangan,Departemen Hukum,2,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,True
78,f32a26c4-6ed4-11ed-818c-feb214c74b66,Analis Junior Informasi dan Administrasi Perbankan (IDAP) - Publikasi,Otoritas Jasa Keuangan, Departemen Perizinan dan Informasi Perbankan,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,True
79,7d87f1f0-6ed9-11ed-9161-22d0c8df9d48,Analis Junior Intelejen Pasar Modal,Otoritas Jasa Keuangan,Departemen Pengawasan Pasar Modal 1B,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,True
80,ccf0a726-6edb-11ed-818c-feb214c74b66,Analis Junior Pedoman Pemeriksaan Pengelolaan Investasi Dan Lembaga Efek,Otoritas Jasa Keuangan,Departemen Pengawasan Pasar Modal 1B,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,True
81,e8fad18e-6ed2-11ed-86a1-563600033649,Analis Junior Pemeriksaan Khusus Perbankan,Otoritas Jasa Keuangan,Departemen Pemeriksaan Khusus Perbankan,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,True
82,2b9d1178-6ecf-11ed-9161-22d0c8df9d48,Analis Junior Pengaturan BPR 2,Otoritas Jasa Keuangan, Departemen Penelitian dan Pengaturan Perbankan,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,True
83,dd6bdcb5-6ecd-11ed-9161-22d0c8df9d48,Analis Junior Prudensial,Otoritas Jasa Keuangan, Departemen Penelitian dan Pengaturan Perbankan,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,True
84,cab55ffb-6f90-11ed-8b84-22d0c8df9d48,Analis Kebijakan Penyidikan dan Satgas Waspada Investasi ,Otoritas Jasa Keuangan,Departemen Penyidikan Sektor Jasa Keuangan,2,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,True
85,06f4f83e-6f8c-11ed-83fd-7e8ddab09462,Analis   Laporan Pengelolaan Investasi,Otoritas Jasa Keuangan,Departemen Pengawasan Pasar Modal 2A,1,DKI Jakarta,BLENDED,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_4b3ea65a-1d30-4abb-8b7f-13dc36389c0d.png,2023-02-10T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-04T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,,099f120b-b556-44fd-a9f5-a1d7b26cf4c2,True
86,d3224c53-5695-11ed-92ba-cac009710b2f,Analis Transportasi,Nusantara Infrastructure,Economic Feasibility Analysis & Traffic Volume Planning of Toll Road - Makassar,2,Kota Makassar,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_38539944-f328-4d58-bef3-1d8a97f607e4.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,,33c404bb-b227-4a65-85dc-9fe9cf434e1e,True
87,81dd63d4-7081-11ed-9540-86f9589d528b," Analyst : Data Analyst, Data Engineer, Data Scientist",Kampus Merdeka Bank Indonesia (KMBI),Kampus Merdeka Bank Indonesia,65,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_67c97935-33a2-4765-bcb9-3338c303c531.png,2023-02-21T07:00:00+07:00,2023-06-20T07:00:00+07:00,2022-12-15T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016000,f2442434-987b-4f9b-b5c0-6484f5d82530,True
88,b9590789-66e0-11ed-b864-9afb6f59ce88,Analyst Maintenance Strategy Intern,Trakindo,Implementasi Standard Job Development Maintenance Strategy di SOC & SOT,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_36e9154a-8dee-4268-b8b2-5bc121e4121b.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-11-28T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016300,5bc2c129-6ce8-4935-a651-37bcd8ee46b1,True
89,69f5270a-6fe4-11ed-8b84-22d0c8df9d48,Android Developer,PT Otak Kanan,Mobile and Web Application Development,5,Kota Surabaya,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_3fc13217-92a6-4bf3-b1de-759703f48a80.jpg,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,056000,21e1eced-32b2-44f5-9b5b-0c0c8ab99d0a,True
90,b8ea55ea-6f95-11ed-83fd-7e8ddab09462,Android Engineer,Bluebird Group,Belajar Birdsama Bluebird,6,"Mampang Prapatan, Jakarta Selatan, DKI Jakarta",OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344c87cc-627d-46d8-a4cb-650b8e73d167.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-23T07:00:00+07:00,2023-01-13T07:00:00+07:00,20,,ac1f94db-56fa-4a5c-8cfa-5c6c67b3f1fb,True
91,ca05d38c-67be-11ed-84bf-5a2f049e0a05,Animasi Developer,MKA,Learning Management for Industry Creative (Develop StartUp),10,Kota Balikpapan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_b382b420-bed3-4b87-98f4-e3df37fb51d1.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,166100,3dd0e109-3267-4dc3-ad3d-4b2e3cb309ab,True
92,472b113a-81bc-11ed-b579-e28bf6b6d14d,Animator,VOCASIA,Vocasia Internship Professional Edutech Program,2,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47596fd8-2b46-4ad8-8a00-392d7c8107a2.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-28T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016400,77cde2f6-fa33-4932-8847-83b3414b1877,True
93,9b3928f6-705f-11ed-83e6-668d7502ff5d,Animator,Citiasia Inc.,Smart Cities & Smart enterprises: Co-Creation Solution & Innovation Development Internship Programs ,5,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_53530d4e-b597-4989-ba93-d03aeb8da921.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-29T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,1d463f4f-bcd8-4125-87a9-e0c00f5328dc,True
94,48ffb8e7-642d-11ed-8ebb-320b4c7afbe7,Animator Intern,Zenius,Zenius Professionals Practice Program Angkatan 4,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_344946d7-f9c2-4c1e-8af0-646114c7d8ad.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-22T07:00:00+07:00,2023-01-27T07:00:00+07:00,20,016300,261f4d66-aa98-41a5-a213-a079764411a7,True
95,f1bc888c-8018-11ed-bf55-e28bf6b6d14d,Antifraud Analyst,Home Credit Indonesia,Home Credit Apprenticeship  Program (HAP) 3.0 ,1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,ae9a3576-23cb-42c2-9885-4cb1a4141799,True
96,664393fe-806c-11ed-be97-9aeeab388a33,Anti Piracy,Vidio,Peningkatan Kualitas Product Dari Segi Product Management Dan Design Dari Aplikasi Vidio,20,Kota Jakarta Pusat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_805c82cb-fe4b-47f2-8cbf-054b6e40cb33.png,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2023-01-16T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016000,8bb8fd87-8e0e-41b8-bcc4-a924fbae04f9,True
97,f0f344c2-55ab-11ed-9b1f-3642855f7e03,API Microservice - Creation Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
98,b95c04d5-55ab-11ed-adef-fa00dd4e79e4,API Microservice Intern,XL Axiata,DYNAMIC SUSTAINABILITY PROGRAMS (OFFLINE INTERNSHIP),1,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_fa53cb75-1f5f-4bad-832b-4cf3dbbf28b5.jpg,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-20T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,c6eaa287-d3a3-4dc4-92b0-c3cabfe9a698,True
99,0d0be956-8039-11ed-91e0-ae9e72da6bb1,AP Intern,Home Credit Indonesia,Home Credit Apprenticeship  Program (HAP) 3.0 ,2,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_8471966c-6da5-47b7-9275-8de31d6c807b.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2023-01-02T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,ae9a3576-23cb-42c2-9885-4cb1a4141799,True
100,2d49a5a4-6fe4-11ed-ab38-feb214c74b66,App Developer (Programmer),VOCASIA,Vocasia Internship Professional Edutech Program,4,Kota Jakarta Timur,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_47596fd8-2b46-4ad8-8a00-392d7c8107a2.png,2023-02-10T07:00:00+07:00,2023-06-10T07:00:00+07:00,2022-12-28T07:00:00+07:00,2023-01-20T07:00:00+07:00,20,016400,77cde2f6-fa33-4932-8847-83b3414b1877,True
101,14a5f2b0-675d-11ed-ab03-d2f881693fc9,Application Developer,Metrodata Academy,Metrodata Academy Ecosystem ,16,Kota Jakarta Barat,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_1f813afe-a2cc-4a94-805e-109cba5a6a5d.png,2023-02-16T07:00:00+07:00,2023-07-01T07:00:00+07:00,2022-01-13T07:00:00+07:00,2023-02-10T07:00:00+07:00,20,016200,88c462bc-fe40-410a-9d2a-5264c0f50950,True
102,28959f4d-6b0c-11ed-8147-a2c3ec1c6e84,Applications Development,PT Bumitama Gunajaya Agro,Officer Development Program,4,Kota Jakarta Selatan,OFFLINE,https://storage.googleapis.com/kampusmerdeka_kemdikbud_go_id/mitra/mitra_629f2eb8-a747-4cee-a5c3-e27c8a8ec63e.png,2023-02-13T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-12-01T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016300,8816b5f5-7f39-459c-ba0c-86996423c5e5,True
103,c92795bc-7210-11ed-b6f7-86f9589d528b,Appraisal,Danamas,Internship at Danamas,10,Kota Jakarta Barat,OFFLINE,,2023-02-16T07:00:00+07:00,2023-06-30T07:00:00+07:00,2022-01-12T07:00:00+07:00,2023-01-31T07:00:00+07:00,20,016200,c90ef0ae-0e33-4137-8937-715bf954fcee,True
